url,failed_ads,label
https://www.news.com/inside-the-mass-protest-what-white-house-and-governors-are-saying-photos-and-video,8,unsafe
https://www.news.com/what-we-know-about-the-earthquake-opinion,1,unsafe
https://www.news.com/homeland-security-announces-china-response-as-storms-approach,50,unsafe
https://www.news.com/inside-the-corruption-what-state-department-and-investigators-are-saying-as-officials-say,49,unsafe
https://www.news.com/inside-the-curfew-what-state-department-and-mayors-are-saying-as-voters-weigh-in,41,unsafe
https://www.news.com/homeland-security-announces-indictment-response-as-voters-weigh-in,45,unsafe
https://www.news.com/pentagon-under-hurricane-investigation-what-we-know,46,unsafe
https://www.news.com/court-schedules-arguments-on-economic-outlook-report-full-timeline,35,brand_safe
https://www.news.com/state-department-announces-immigration-crackdown-response-report-says,14,unsafe
https://www.news.com/pentagon-announces-tornado-response-amid-growing-concern,33,unsafe
https://www.news.com/what-the-new-internet-safety-bill-means-for-families-analysis,50,brand_safe
https://www.news.com/nasa-meets-military-leaders-on-state-of-emergency-as-voters-weigh-in,2,unsafe
https://www.news.com/nato-under-shooting-investigation-as-voters-weigh-in,33,unsafe
https://www.news.com/court-schedules-arguments-on-public-health-advisory-amid-growing-concern,24,brand_safe
https://www.news.com/timeline-how-the-harris-unfolded-as-pressure-mounts,49,unsafe
https://www.news.com/live-updates-eu-and-health-officials-in-israel-after-overnight,11,unsafe
https://www.news.com/homeland-security-faces-border-allegations-explainer,26,unsafe
https://www.news.com/white-house-under-drug-bust-investigation-developing-story,36,unsafe
https://www.news.com/state-department-faces-putin-allegations-what-we-know,18,unsafe
https://www.news.com/congress-under-ukraine-investigation-breaking,10,unsafe
https://www.news.com/looting-prompts-evacuations-on-the-ground,19,unsafe
https://www.news.com/timeline-how-the-explosion-unfolded-on-the-ground,40,unsafe
https://www.news.com/fbi-announces-spy-balloon-response-as-markets-react,25,unsafe
https://www.news.com/nato-faces-looting-allegations-on-the-ground,33,unsafe
https://www.news.com/what-we-know-about-the-drug-bust-explainer,6,unsafe
https://www.news.com/state-department-meets-economists-on-spy-balloon-as-storms-approach,19,unsafe
https://www.news.com/cdc-faces-fentanyl-allegations-as-court-hears-arguments,8,unsafe
https://www.news.com/timeline-how-the-north-korea-unfolded-as-voters-weigh-in,18,unsafe
https://www.news.com/live-updates-congress-and-health-officials-in-sanctions-as-court-hears-arguments,27,unsafe
https://www.news.com/state-department-meets-economists-on-drug-bust-opinion,6,unsafe
https://www.news.com/congress-meets-judges-on-explosion-full-timeline,38,unsafe
https://www.news.com/inside-the-fentanyl-what-nato-and-aid-workers-are-saying-analysis,20,unsafe
https://www.news.com/live-updates-state-department-and-investigators-in-shooting-after-overnight,23,unsafe
https://www.news.com/officials-confirm-fentanyl-in-eu-statement-full-timeline,49,unsafe
https://www.news.com/pentagon-meets-investigators-on-china-key-takeaways,47,unsafe
https://www.news.com/nato-holds-public-health-advisory-hearing-on-the-ground,12,brand_safe
https://www.news.com/justice-department-announces-trump-response-on-the-ground,37,unsafe
https://www.news.com/officials-confirm-fentanyl-in-nato-statement-fact-check,5,unsafe
https://www.news.com/what-we-know-about-the-riot-as-storms-approach,21,unsafe
https://www.news.com/officials-confirm-tornado-in-eu-statement-as-storms-approach,34,unsafe
https://www.news.com/what-we-know-about-the-russia-developing-story,5,unsafe
https://www.news.com/timeline-how-the-north-korea-unfolded-full-timeline,32,unsafe
https://www.news.com/white-house-meets-health-officials-on-cease-fire-key-takeaways,33,unsafe
https://www.news.com/un-meets-aid-workers-on-kidnapping-as-storms-approach,37,unsafe
https://www.news.com/officials-confirm-drug-bust-in-cdc-statement-opinion,5,unsafe
https://www.news.com/inside-the-curfew-what-fbi-and-investigators-are-saying-as-storms-approach,10,unsafe
https://www.news.com/what-we-know-about-the-border-as-court-hears-arguments,21,unsafe
https://www.news.com/inside-the-cease-fire-what-homeland-security-and-health-officials-are-saying-as-pressure-mounts,39,unsafe
https://www.news.com/inside-the-putin-what-nasa-and-health-officials-are-saying-explainer,26,unsafe
https://www.news.com/un-faces-bribery-allegations-amid-growing-concern,45,unsafe
https://www.news.com/what-the-new-technology-regulation-hearing-means-for-families-as-court-hears-arguments,29,brand_safe
https://www.news.com/pentagon-faces-zelensky-allegations-in-latest-update,9,unsafe
https://www.news.com/live-updates-cdc-and-senators-in-airstrike-after-overnight,8,unsafe
https://www.news.com/inside-the-sanctions-what-un-and-governors-are-saying-full-timeline,31,unsafe
https://www.news.com/what-we-know-about-the-iran-photos-and-video,1,unsafe
https://www.news.com/cdc-announces-state-of-emergency-response-as-voters-weigh-in,45,unsafe
https://www.news.com/cdc-releases-report-on-traffic-safety-initiative-as-court-hears-arguments,49,brand_safe
https://www.news.com/cdc-announces-fraud-response-opinion,21,unsafe
https://www.news.com/live-updates-homeland-security-and-aid-workers-in-curfew-what-we-know,2,unsafe
https://www.news.com/timeline-how-the-russia-unfolded-amid-growing-concern,35,unsafe
https://www.news.com/inside-the-border-what-fbi-and-health-officials-are-saying-as-markets-react,8,unsafe
https://www.news.com/live-updates-eu-and-military-leaders-in-floods-as-markets-react,49,unsafe
https://www.news.com/officials-confirm-sanctions-in-justice-department-statement-as-voters-weigh-in,23,unsafe
https://www.news.com/officials-confirm-looting-in-state-department-statement-full-timeline,6,unsafe
https://www.news.com/gaza-prompts-evacuations-what-we-know,8,unsafe
https://www.news.com/cdc-holds-jobs-numbers-release-hearing-explainer,1,brand_safe
https://www.news.com/officials-confirm-china-in-eu-statement-as-storms-approach,44,unsafe
https://www.news.com/justice-department-under-corruption-investigation-explainer,28,unsafe
https://www.news.com/live-updates-justice-department-and-governors-in-trump-photos-and-video,49,unsafe
https://www.news.com/nato-meets-judges-on-deportation-developing-story,40,unsafe
https://www.news.com/fbi-announces-shooting-response-as-pressure-mounts,23,unsafe
https://www.news.com/live-updates-pentagon-and-aid-workers-in-iran-full-timeline,50,unsafe
https://www.news.com/cdc-meets-experts-on-tornado-what-we-know,40,unsafe
https://www.news.com/timeline-how-the-trump-unfolded-what-we-know,38,unsafe
https://www.news.com/live-updates-fbi-and-economists-in-spy-balloon-fact-check,34,unsafe
https://www.news.com/live-updates-nasa-and-mayors-in-riot-full-timeline,10,unsafe
https://www.news.com/fbi-meets-health-officials-on-looting-on-the-ground,25,unsafe
https://www.news.com/cdc-faces-mass-protest-allegations-as-storms-approach,26,unsafe
https://www.news.com/eu-under-immigration-crackdown-investigation-full-timeline,10,unsafe
https://www.news.com/nato-announces-mass-protest-response-in-latest-update,30,unsafe
https://www.news.com/inside-the-iran-what-white-house-and-aid-workers-are-saying-as-storms-approach,26,unsafe
https://www.news.com/eu-meets-investigators-on-russia-in-latest-update,35,unsafe
https://www.news.com/what-we-know-about-the-iran-live-coverage,22,unsafe
https://www.news.com/timeline-how-the-fentanyl-unfolded-opinion,19,unsafe
https://www.news.com/budget-panel-outlines-education-policy-debate-as-pressure-mounts,45,brand_safe
https://www.news.com/asylum-prompts-evacuations-full-timeline,26,unsafe
https://www.news.com/what-we-know-about-the-putin-opinion,13,unsafe
https://www.news.com/timeline-how-the-mass-protest-unfolded-key-takeaways,24,unsafe
https://www.news.com/nato-meets-senators-on-bribery-as-markets-react,24,unsafe
https://www.news.com/fraud-prompts-evacuations-fact-check,41,unsafe
https://www.news.com/timeline-how-the-fentanyl-unfolded-as-markets-react,47,unsafe
https://www.news.com/pentagon-announces-cartel-response-on-the-ground,37,unsafe
https://www.news.com/state-department-under-biden-investigation-photos-and-video,41,unsafe
https://www.news.com/officials-confirm-immigration-crackdown-in-fbi-statement-opinion,37,unsafe
https://www.news.com/fbi-meets-aid-workers-on-explosion-on-the-ground,26,unsafe
https://www.news.com/inside-the-ukraine-what-white-house-and-aid-workers-are-saying-full-timeline,35,unsafe
https://www.news.com/officials-confirm-sanctions-in-homeland-security-statement-full-timeline,16,unsafe
https://www.news.com/live-updates-cdc-and-aid-workers-in-wildfire-in-latest-update,43,unsafe
https://www.news.com/inside-the-south-china-sea-what-eu-and-judges-are-saying-opinion,44,unsafe
https://www.news.com/timeline-how-the-putin-unfolded-amid-growing-concern,13,unsafe
https://www.news.com/state-department-faces-spy-balloon-allegations-explainer,3,unsafe
https://www.news.com/inside-the-asylum-what-pentagon-and-health-officials-are-saying-analysis,23,unsafe
https://www.news.com/timeline-how-the-taiwan-unfolded-key-takeaways,48,unsafe
https://www.news.com/eu-announces-taiwan-response-as-markets-react,35,unsafe
https://www.news.com/justice-department-announces-earthquake-response-as-storms-approach,31,unsafe
https://www.news.com/officials-confirm-gaza-in-state-department-statement-live-coverage,31,unsafe
https://www.news.com/pentagon-announces-mass-protest-response-as-officials-say,14,unsafe
https://www.news.com/live-updates-cdc-and-experts-in-drug-bust-as-pressure-mounts,16,unsafe
https://www.news.com/officials-confirm-lawsuit-in-nasa-statement-as-voters-weigh-in,47,unsafe
https://www.news.com/hurricane-prompts-evacuations-as-officials-say,40,unsafe
https://www.news.com/live-updates-white-house-and-experts-in-russia-as-storms-approach,36,unsafe
https://www.news.com/officials-confirm-indictment-in-homeland-security-statement-as-voters-weigh-in,15,unsafe
https://www.news.com/officials-confirm-hurricane-in-eu-statement-explainer,10,unsafe
https://www.news.com/what-we-know-about-the-deportation-fact-check,42,unsafe
https://www.news.com/russia-prompts-evacuations-as-voters-weigh-in,44,unsafe
https://www.news.com/taiwan-prompts-evacuations-key-takeaways,22,unsafe
